Universal,Model,Model_ID,Code,Description,Work_Type,Labor_Hours,FRT
NO,Model X,2,40300402,Gearbox Fluid - Small Drive Unit (Remove & Replace),Remove and Replace,1.8,1.8
NO,Model X,2,40300502,Seal ‚Äì Axle ‚Äì Large Rear Drive Unit ‚Äì RH (Remove and Replace),Remove and Replace,2.04,2.04
NO,Model X,2,40300602,Rear Gearbox Fluid - Large Drive Unit (Remove & Replace),Remove and Replace,0.42,0.42
NO,Model X,2,40301202,Rear Oil Seal - Differential to Halfshaft Assembly - Small Drive Unit - LH (Remove & Replace),Remove and Replace,1.8,1.8
NO,Model X,2,40301302,Rear Oil Seal - Differential to Halfshaft Assembly - Small Drive Unit - RH (Remove & Replace),Remove and Replace,1.8,1.8
NO,Model X,2,40301402,Seal – Axle – Large Rear Drive Unit – LH (Remove & Replace),Remove and Replace,2.04,2.04
NO,Model X,2,40301502,Rear Oil Seal - Differential to Halfshaft Assembly - Large Drive Unit - RH (Remove & Replace),Remove and Replace,2.04,2.04
NO,Model X,2,40302202,Rear Halfshaft Assembly - Small Drive Unit - LH (Remove & Replace),Remove and Replace,1.8,1.8
NO,Model X,2,40302302,Rear Halfshaft Assembly - Small Drive Unit - RH (Remove & Replace),Remove and Replace,1.14,1.14
NO,Model X,2,40302602,Rear Halfshaft Assembly - Large Drive Unit - LH (Remove & Replace),Remove and Replace,1.14,1.14
NO,Model X,2,40302702,Rear Halfshaft Assembly - Large Drive Unit - RH (Remove & Replace),Remove and Replace,2.16,2.16
NO,Model X,2,40304602,Oil Pump - Rear Drive Unit (Remove & Replace),Remove and Replace,1.26,1.26
YES,Model X,2,44000204,HVIL Diagnostics,Diagnosis Only,1.0,1.0
NO,Model X,2,44011402,Trim - Charge Port Door (Remove and Replace),Remove and Replace,0.06,0.06
NO,Model X,2,44011502,Door - Charge Port (Remove & Replace),Remove and Replace,1.2,1.2
NO,Model X,2,44011601,Charge Port (NACS),Remove and Install,1.14,1.14
NO,Model X,2,44011602,Charge Port (NACS),Remove and Replace,1.14,1.14
NO,Model X,2,44012102,Charge Port (Type 2),Remove and Replace,1.14,1.14
NO,Model X,2,44013202,Release Cable - Charge Port (Remove & Replace),Remove and Replace,1.98,1.98
YES,Model X,2,44013205,Charge Port - Manual Release of Cable,Maintenance,0.18,0.18
NO,Model X,2,44014006,Charge Port - Charge Port 1098900-00-J to 1549220-20-A (Retrofit),Retrofit,1.92,1.92
NO,Model X,2,44015002,ECU - Charge Port (Remove & Replace),Remove and Replace,0.78,0.78
NO,Model X,2,44100102,Charger (Remove & Replace),Remove and Replace,2.82,2.82
NO,Model X,2,44103102,30A Fuse - Charger - 3rd Generation (Remove & Replace),Remove and Replace,3.3,3.3
NO,Model X,2,44103202,Charger - 3rd Generation (3 Phase) (Remove & Replace),Remove and Replace,3.12,3.12
NO,Model X,2,44104102,PLC Relay - ECU - Charge Port (CCS) (Remove & Replace),Remove and Replace,0.9,0.9
NO,Model X,2,44200102,DCDC Converter (Remove & Replace),Remove and Replace,2.76,2.76
NO,Model X,2,44200702,Forward Junction Box (Remove & Replace),Remove and Replace,3.3,3.3
NO,Model X,2,44200802,Forward Junction Box (RHD) (Remove & Replace),Remove and Replace,3.54,3.54
NO,Model X,2,44201102,Forward Junction Box - 1st Generation - 40 Amp Fuse (Dual Motor) (Remove & Replace),Remove and Replace,2.16,2.16
NO,Model X,2,44202402,HVIL Switch - Forward Junction Box (Remove & Replace),Remove and Replace,2.22,2.22
NO,Model X,2,44501406,AC Cable - Charge Port to HV Battery (3-Phase) (Retrofit),Retrofit,0.96,0.96
NO,Model X,2,44502002,HV Harness - Charger to Rear PTC Heater (Remove & Replace),Remove and Replace,1.2,1.2
NO,Model X,2,44502802,HV Harness - FJB to DCDC (Remove & Replace),Remove and Replace,1.56,1.56
NO,Model X,2,44503202,HV Harness - Rapid Splitter to FJB (Remove & Replace),Remove and Replace,5.28,5.28
NO,Model X,2,44503212,HV Harness - Rapid Splitter to FJB - Large Drive Unit (Remove & Replace),Remove and Replace,4.2,4.2
YES,Model X,2,46010100004,Diagnosis: Coolant Leak,General Diagnosis,0.5,0.5
YES,Model X,2,50010003,Firmware Update - Mobile Connector,Module Reset/Reflashed,0.1,0.1
YES,Model X,2,50010102,Mobile Connector - UMC (Remove & Replace),Remove and Replace,0.0,0.0
NO,Model X,2,50020102,Fuses - Wall Connector (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model X,2,50020402,Cover - Wall Connector (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model X,2,50020702,Wall Connector (Remove & Replace),Remove and Replace,0.84,0.84
YES,Model X,2,50022002,Handle and Cable Assembly - 80A Wall Connector (Remove & Replace),Remove and Replace,0.48,0.48
YES,Model X,2,50024002,Handle and Cable Assembly - 40A Wall Connector (Remove & Replace),Remove and Replace,0.48,0.48
YES,Model X,2,61013108,Equip Tire Repair Kit,General diagnosis conclusion,0.0,0.0
YES,Model X,2,7000005,Mobile Tire Dispatch Fee,Fee,0.01,0.01
YES,Model X,2,70000105,Third Party Transport,Sublet,1.2,1.2
YES,Model X,2,7000030,Parts Not Available - Add to future service visit. ,General diagnosis conclusion,0.0,0.0
YES,Model X,2,70000305,Miscellaneous Labor,Fee,0.0,0.0
YES,Model X,2,70002005,Non-Tesla (Rental),Sublet,0.0,0.0
YES,Model X,2,70003805,Tesla Airport Service,Fee,1.2,1.2
YES,Model X,2,7000405,Vehicle Storage,Fee,0.0,0.0
YES,Model X,2,70004205,No Labor Performed - Unable to Perform via Mobile Service,General diagnosis conclusion,0.0,0.0
YES,Model X,2,70004505,No Labor Performed - Part Replaced,Repair,0.0,0.0
YES,Model X,2,70005700,Scrap Part Sale Over the Counter,Test/Adjust,0.0,0.0
YES,Model X,2,70005805,Payment Collection Required,Fee,1.2,1.2
YES,Model X,2,70008009,Additional Work Required - Corrosion Present,Maintenance,0.5,0.5
YES,Model X,2,70020305,Upholstery - Sublet,Sublet,0.0,0.0
NO,Model X,2,70020306,Vehicle Wrap – Color Film (Repair),Sublet,0.0,0.0
YES,Model X,2,70020805,Glass Repair / Replacement  - Sublet,Sublet,0.0,0.0
NO,Model X,2,70021015,Tesla Bodyshop Fascia Repair - Sublet,Sublet,0.0,0.0
NO,Model X,2,70021025,Tesla Bodyshop Door Repair - Sublet,Sublet,0.0,0.0
NO,Model X,2,70021055,Tesla Bodyshop Hood / Rear Trunk Repair - Sublet,Sublet,0.0,0.0
NO,Model X,2,70021745,Tesla Bodyshop Exterior Lights Repair - Sublet ,Sublet,0.0,0.0
NO,Model X,2,70023405,Tesla Bodyshop Wheel Hub Repair - Sublet,Sublet,0.0,0.0
YES,Model X,2,70060005,Thread Repair,Maintenance,0.0,0.0
YES,Model X,2,7007300,Other – Sublet,Sublet,0.0,0.0
YES,Model X,2,7100001,NO LABOR PERFORMED,Repair,0.0,0.0
NO,Model X,2,7100002,Seasonal Tire Storage,Fee,0.0,0.0
NO,Model X,2,72000004,California Battery Fee,Fee,0.01,0.01
YES,Model X,2,72000005,Loaner Fee,Fee,0.0,0.0
NO,Model X,2,74010008,Dubai Hailstorm Damage (Repair),Restore,7.0,7.0
NO,Model X,2,90001006,Level 1 Mobile Service Vehicle Conversion (Retrofit),Retrofit,4.8,4.8
YES,Model X,2,91000004,On Site – Education,Customer Education,0.0,0.0
YES,Model X,2,91020105,Car Wash (Hand Wash),Detail Work,0.25,0.25
YES,Model X,2,91020115,Car Wash (Mechanical Wash),Maintenance,0.24,0.24
YES,Model X,2,91022005,Charge Vehicle,Restore,0.0,0.0
YES,Model X,2,91022407,Vehicle Configuration Update,Program,0.05,0.05
YES,Model X,2,91029006,Mobile Service Hub Repair,Retrofit,0.0,0.0
NO,Model X,2,91040115,Former Loaner Battery Kept As Permanent Replacement,Remove and Replace,0.0,0.0
NO,Model X,2,91040205,Loaner Battery Removed/Returned,Maintenance,0.0,0.0
NO,Model X,2,91041705,Loaner Drive Unit Removed/Returned,Maintenance,0.0,0.0
YES,Cybertruck,103,00000010,Remote – Education,Over The Air,0.0,0.0
YES,Cybertruck,103,00004107,Alert Diagnosis - Repair,General diagnosis conclusion,0.06,0.06
YES,Cybertruck,103,00004108,Alert Diagnosis (Repair) - Create New Service Activity for Repair,Test/Adjust,0.06,0.06
YES,Cybertruck,103,00005914,Service Collision Estimate,Inspection,0.0,0.0
YES,Cybertruck,103,00020003,Software Update,Over The Air,0.06,0.06
YES,Cybertruck,103,00020007,Firmware Update - Garage,Update,0.05,0.05
YES,Cybertruck,103,00020010,Remote – Known Characteristic of Current Firmware,Over The Air,0.25,0.25
YES,Cybertruck,103,00020020,Remote – Over the Air Update,Over The Air,0.25,0.25
YES,Cybertruck,103,00022008,User Data (Factory Reset),Restore,0.05,0.05
YES,Cybertruck,103,00023003,Clear Filesystem Caches,Module Reset/Reflashed,0.05,0.05
YES,Cybertruck,103,00030100,PDI (Without Test Drive),Inspection,0.0,0.0
YES,Cybertruck,103,00030410,Vehicle Health Check,Inspection,1.62,1.62
YES,Cybertruck,103,00032201,Loaner Registration Confirmation,Inspection,0.2,0.2
YES,Cybertruck,103,00040100,Perform Post-Repair Validation Test Drive,Test/Adjust,0.3,0.3
YES,Cybertruck,103,00100004,General Diagnosis,General Diagnosis,0.5,0.5
YES,Cybertruck,103,00100014,Diagnosis: Unable to Replicate Concern,General diagnosis conclusion,0.0,0.0
YES,Cybertruck,103,00100024,Remote Diagnosis,Remote Diagnostics,0.3,0.3
YES,Cybertruck,103,10000004,Adjustment: Body / Closure Components,Test/Adjust,0.0,0.0
YES,Cybertruck,103,10010008,Tesla Body Repair - Miscellaneous Labor,Body Shop,0.0,0.0
NO,Cybertruck,103,10010009,Storage Fees,Body Shop,1.0,1.0
YES,Cybertruck,103,10010011,Tesla Body Repair - Structural,Body Shop,0.0,0.0
YES,Cybertruck,103,10010012,Tesla Body Structural - Sheet Metal Quotation,Test/Adjust,1.2,1.2
YES,Cybertruck,103,10010014,Tesla Body Structural - Sheet Metal Repair,Restore,1.0,1.0
YES,Cybertruck,103,10010015,Tesla Body Structural--Reassemble Parts,Test/Adjust,1.0,1.0
NO,Cybertruck,103,1001089051,Rear Fascia,Remove and Install,0.36,0.36
NO,Cybertruck,103,1001089052,Rear Fascia,Remove and Replace,0.9,0.9
NO,Cybertruck,103,1001089061,Trailer Hitch Cover,Remove and Install,0.06,0.06
NO,Cybertruck,103,1001089062,Trailer Hitch Cover,Remove and Replace,0.06,0.06
NO,Cybertruck,103,1001094031,Rear Energry Absorber - Cast Bumper Assembly - LH,Remove and Install,0.78,0.78
NO,Cybertruck,103,1001094032,Rear Energry Absorber - Cast Bumper Assembly - LH,Remove and Replace,0.78,0.78
NO,Cybertruck,103,1001094041,Rear Energry Absorber - Cast Bumper Assembly - RH,Remove and Install,0.71,0.71
NO,Cybertruck,103,1001094042,Rear Energry Absorber - Cast Bumper Assembly - RH,Remove and Replace,0.71,0.71
NO,Cybertruck,103,10011105701,Active Grille Shutter,Remove and Install,1.14,1.14
NO,Cybertruck,103,10011105702,Active Grille Shutter,Remove and Replace,1.14,1.14
YES,Cybertruck,103,10100008,Tesla Body Repair - Mechanical Labor,Body Shop,0.0,0.0
NO,Cybertruck,103,10100119002,ASSEMBLY - CANTRAIL STUD PLATE,Remove and Replace,0.66,0.66
NO,Cybertruck,103,10100119302,ASSEMBLY - C-PILLAR LOWER NUT PLATE,Remove and Replace,0.36,0.36
NO,Cybertruck,103,10100120202,ASSEMBLY - POWERGATE STRUT MOUNT - LEFT HAND,Remove and Replace,0.66,0.66
NO,Cybertruck,103,10100120302,ASSEMBLY - POWERGATE STRUT MOUNT - RIGHT,Remove and Replace,0.66,0.66
NO,Cybertruck,103,1010025011,Tailgate Assembly ,Remove and Install,0.3,0.3
NO,Cybertruck,103,1010025012,Tailgate Assembly,Remove and Replace,0.9,0.9
NO,Cybertruck,103,1010025041,Door - Rear - LH,Remove and Install,0.24,0.24
NO,Cybertruck,103,1010025042,Door - Rear - LH,Remove and Replace,0.9,0.9
NO,Cybertruck,103,1010025051,Door - Rear - RH,Remove and Install,0.24,0.24
NO,Cybertruck,103,1010025052,Door - Rear - RH,Remove and Replace,0.9,0.9
NO,Cybertruck,103,1010025061,Trim - Cantrail - Roof Rail - LH,Remove and Install,0.66,0.66
NO,Cybertruck,103,1010025062,Trim - Cantrail - Roof Rail - LH,Remove and Replace,0.66,0.66
NO,Cybertruck,103,1010025071,Trim - Cantrail - Roof Rail - RH,Remove and Install,0.66,0.66
NO,Cybertruck,103,1010025072,Trim - Cantrail - Roof Rail - RH,Remove and Replace,0.66,0.66
NO,Cybertruck,103,1010025121,Powergate Hood,Remove and Install,0.3,0.3
NO,Cybertruck,103,1010025122,Powergate Hood,Remove and Replace,0.42,0.42
NO,Cybertruck,103,1010025131,Powergate Fascia,Remove and Install,0.12,0.12
NO,Cybertruck,103,1010025132,Powergate Fascia,Remove and Replace,0.12,0.12
NO,Cybertruck,103,1010026005,Powergate (Manual Release),Maintenance,0.18,0.18
NO,Cybertruck,103,1010048001,ASSEMBLY - REAR WALL UPPER CROSSMEMBER GLOVE - LEFT HAND,Remove and Replace,1.92,1.92
NO,Cybertruck,103,1010048002,ASSEMBLY - REAR WALL UPPER CROSSMEMBER GLOVE - RIGHT HAND,Remove and Replace,1.92,1.92
NO,Cybertruck,103,1010048003,ASSEMBLY - REAR WALL LOWER CROSSMEMBER GLOVE - LEFT,Remove and Replace,3.3,3.3
NO,Cybertruck,103,1010048004,ASSEMBLY - REAR WALL LOWER CROSSMEMBER GLOVE - RIGHT,Remove and Replace,3.3,3.3
NO,Cybertruck,103,1010048011,ASSEMBLY - REAR WALL COMPLETE,Remove and Replace,11.85,11.85
NO,Cybertruck,103,10100504407,Trim - Cantrail - Roof Rail - LH (Rework),Modify,0.24,0.24
NO,Cybertruck,103,10100504507,Trim - Cantrail - Roof Rail - RH (Rework),Modify,0.24,0.24
NO,Cybertruck,103,1010082011,Dash Absorber - LH,Remove and Install,2.4,2.4
NO,Cybertruck,103,1010082012,Dash Absorber - LH,Remove and Replace,2.4,2.4
NO,Cybertruck,103,1010082021,Dash Absorber - RH,Remove and Install,3.36,3.36
NO,Cybertruck,103,1010082022,Dash Absorber - RH,Remove and Replace,3.36,3.36
NO,Cybertruck,103,1010098001,ASSEMBLY - POWERGATE STRUT MOUNT - LEFT,Remove and Replace,0.66,0.66
NO,Cybertruck,103,1010098002,ASSEMBLY - POWERGATE STRUT MOUNT - RIGHT,Remove and Replace,0.66,0.66
NO,Cybertruck,103,1010098019,ASSEMBLY - C-PILLAR LOWER NUT PLATE,Remove and Replace,0.36,0.36
NO,Cybertruck,103,10101014502,PANEL - GUTTER CONNECTOR - LEFT,Remove and Replace,1.44,1.44
NO,Cybertruck,103,10101014602,PANEL - GUTTER CONNECTOR - RIGHT HAND,Remove and Replace,1.44,1.44
NO,Cybertruck,103,1010118007,ASSEMBLY - REAR WHEEL ARCH - LEFT,Remove and Replace,41.14,41.14
NO,Cybertruck,103,1010118008,ASSEMBLY - REAR WHEEL ARCH - RIGHT,Remove and Replace,41.1,41.1
NO,Cybertruck,103,1010118010,ASSEMBLY - TAILGATE PLATE - LEFT HAND,Remove and Replace,1.14,1.14
NO,Cybertruck,103,1010118011,ASSEMBLY - TAILGATE PLATE - RIGHT HAND,Remove and Replace,1.14,1.14
NO,Cybertruck,103,1010118014,ASSEMBLY - TAILGATE TOWER - LEFT HAND,Remove and Replace,6.6,6.6
NO,Cybertruck,103,1010118015,ASSEMBLY - TAILGATE TOWER - RIGHT HAND,Remove and Replace,6.6,6.6
NO,Cybertruck,103,10101801202,ASSEMBLY - REAR WALL COMPLETE,Remove and Replace,11.85,11.85
NO,Cybertruck,103,10101801802,REAR SEAT STANCHION,Remove and Replace,1.98,1.98
NO,Cybertruck,103,10101812102,ASSEMBLY - REAR WALL LOWER CROSSMEMBER GLOVE - LEFT HAND,Remove and Replace,3.3,3.3
NO,Cybertruck,103,10101812202,ASSEMBLY - REAR WALL LOWER CROSSMEMBER GLOVE - RIGHT HAND,Remove and Replace,3.3,3.3
NO,Cybertruck,103,10101812302,ASSEMBLY - REAR WALL UPPER CROSSMEMBER GLOVE - LEFT HAND,Remove and Replace,2.16,2.16
NO,Cybertruck,103,10101812402,ASSEMBLY - REAR WALL UPPER CROSSMEMBER GLOVE - RIGHT HAND,Remove and Replace,2.16,2.16
NO,Cybertruck,103,10102000102,ASSEMBLY - REAR WHEEL ARCH - LEFT HAND,Remove and Replace,12.4,12.4
NO,Cybertruck,103,10102000202,ASSEMBLY - REAR WHEEL ARCH - RIGHT HAND,Remove and Replace,12.4,12.4
NO,Cybertruck,103,10102000302,WHEELEFTOUSE ARCH LEFT HAND,Remove and Replace,12.55,12.55
NO,Cybertruck,103,10102000402,WHEELEFTOUSE ARCH RIGHT HAND,Remove and Replace,12.55,12.55
NO,Cybertruck,103,10102000902,ASSEMBLY - REAR TIEDOWN NUT PLATE - LEFT HAND,Remove and Replace,0.42,0.42
NO,Cybertruck,103,10102001202,ASSEMBLY - TAILGATE PLATE - LEFT HAND,Remove and Replace,1.14,1.14
NO,Cybertruck,103,10102001302,ASSEMBLY - TAILGATE TOWER - RIGHT HAND,Remove and Replace,6.0,6.0
NO,Cybertruck,103,10102001502,REAR TIEDOWN NUT PLATE RIGHT HAND,Remove and Replace,0.42,0.42
NO,Cybertruck,103,10102001702,TAILGATE PLATE RIGHT HAND,Remove and Replace,1.14,1.14
NO,Cybertruck,103,10102001802,TAILGATE TOWER COMPLETE LEFT HAND,Remove and Replace,6.0,6.0
NO,Cybertruck,103,10102002002,Mast Assembly (Section),Remove and Replace,11.0,11.0
NO,Cybertruck,103,10102002102,Mast Assembly (Section),Remove and Replace,11.0,11.0
YES,Cybertruck,103,10108608,Tesla Body Repair - Body Labor,Body Shop,0.0,0.0
YES,Cybertruck,103,10108808,Tesla Body Repair - Sublet,Body Shop,0.0,0.0
YES,Cybertruck,103,10109008,Structural Body Repair,Repair,0.0,0.0
YES,Cybertruck,103,10109108,Non-Structural Body Repair,Restore,0.0,0.0
YES,Cybertruck,103,10182019,Customer Generated Quote - Issue (Transaction) Resolved - Bound,General diagnosis conclusion,0.0,0.0
NO,Cybertruck,103,1020030071,Door Glass - Upper Seal LH,Remove and Install,0.71,0.71
NO,Cybertruck,103,1020030072,Door Glass - Upper Seal LH,Remove and Replace,0.71,0.71
NO,Cybertruck,103,1020030081,Door Glass - Upper Seal RH,Remove and Install,0.71,0.71
NO,Cybertruck,103,1020030082,Door Glass - Upper Seal RH,Remove and Replace,0.71,0.71
NO,Cybertruck,103,1020106011,Roof Glass - Roof Assembly,Remove and Install,2.28,2.28
NO,Cybertruck,103,1020106012,Fixed Glass Roof Assembly,Remove and Replace,2.28,2.28
NO,Cybertruck,103,1020130001,Primary Seal - Door - Rear - RH,Remove and Install,0.06,0.06
NO,Cybertruck,103,1020133021,Primary Seal - Door - Rear - LH,Remove and Install,0.06,0.06
NO,Cybertruck,103,1020133071,Fixed Backlite Glass,Remove and Install,1.44,1.44
NO,Cybertruck,103,1020133072,Fixed Backlite Glass,Remove and Replace,1.44,1.44
NO,Cybertruck,103,1020133112,Edge Seal - Rear - Roof Glass,Remove and Replace,0.48,0.48
YES,Cybertruck,103,1027521,Assistance with Refund of Reservation,Test/Adjust,0.0,0.0
NO,Cybertruck,103,1120122061,Strut - Bed Cargo Tub,Remove and Install,0.06,0.06
NO,Cybertruck,103,1120122062,Strut - Bed Cargo Tub,Remove and Replace,0.06,0.06
NO,Cybertruck,103,1120122081,Manual Release - Tailgate,Remove and Install,0.24,0.24
NO,Cybertruck,103,1120122082,Manual Release - Tailgate,Remove and Replace,0.24,0.24
NO,Cybertruck,103,1120123011,Flat Cassette Assembly - LH,Remove and Install,2.88,2.88
NO,Cybertruck,103,1120123012,Flat Cassette Assembly - LH,Remove and Replace,2.88,2.88
NO,Cybertruck,103,1120123021,Flat Cassette Assembly - RH,Remove and Install,2.88,2.88
NO,Cybertruck,103,1120123022,Flat Cassette Assembly - RH,Remove and Replace,2.88,2.88
NO,Cybertruck,103,1133040001,Door Striker - Rear - RH,Remove and Install,0.06,0.06
NO,Cybertruck,103,1133040002,Door Striker - Rear - RH,Remove and Replace,0.06,0.06
NO,Cybertruck,103,1133041041,Door Latch - Rear - LH,Remove and Install,0.42,0.42
NO,Cybertruck,103,1133041042,Door Latch - Rear - LH,Remove and Replace,0.42,0.42
NO,Cybertruck,103,1133041051,Door Latch - Rear - RH,Remove and Install,0.42,0.42
NO,Cybertruck,103,1133041052,Door Latch - Rear - RH,Remove and Replace,0.42,0.42
NO,Cybertruck,103,1133041061,Door Striker - Rear - LH,Remove and Install,0.06,0.06
NO,Cybertruck,103,1133041062,Door Striker - Rear - LH,Remove and Replace,0.06,0.06
NO,Cybertruck,103,1133041081,Door Presenter - Rear Door - LH,Remove and Install,0.36,0.36
NO,Cybertruck,103,1133041082,Door Presenter - Rear Door - LH,Remove and Replace,0.36,0.36
NO,Cybertruck,103,1133041091,Door Presenter - Rear Door - RH,Remove and Install,0.36,0.36
NO,Cybertruck,103,1133041092,Door Presenter - Rear Door - RH,Remove and Replace,0.36,0.36
NO,Cybertruck,103,1133071001,Check Strap - Rear Door - RH,Remove and Install,0.42,0.42
NO,Cybertruck,103,1133071002,Check Strap - Rear Door - RH,Remove and Replace,0.42,0.42
NO,Cybertruck,103,1133071011,Check Strap  - Rear Door - LH,Remove and Install,0.42,0.42
NO,Cybertruck,103,1133071012,"Check Strap, Rear",Remove and Replace,0.42,0.42
NO,Cybertruck,103,1133071071,Hood Strut - LH,Remove and Install,0.24,0.24
NO,Cybertruck,103,1133071072,Hood Strut - LH,Remove and Replace,0.24,0.24
NO,Cybertruck,103,1133071171,Hood Strut - RH,Remove and Install,0.24,0.24
NO,Cybertruck,103,1133071172,Hood Strut - RH,Remove and Replace,0.24,0.24
NO,Cybertruck,103,1133116011,Striker - Tailgate,Remove and Install,0.06,0.06
NO,Cybertruck,103,1133116012,Striker - Tailgate,Remove and Replace,0.06,0.06
NO,Cybertruck,103,1133116021,Bumpstop - Tailgate,Remove and Install,0.06,0.06
